Cnumber,Taxonkey,Species,SubUnit,Longitude,Latitude,F2015,F2014,F2013,F2012,F2011,F2010,F2009,F2008,F2007,F2006,F2005,F2004,F2003,F2002,F2001,F2000,F1999,F1998,F1997,F1996,F1995,F1994,F1993,F1992,F1991,F1990,F1989,F1988,F1987,F1986,F1985,F1984,F1983,F1982,F1981,F1980,F1979,F1978,F1977,F1976,F1975,F1974,F1973,F1972,F1971,F1970,F1969,F1968,F1967,F1966,F1965,F1964,F1963,F1962,F1961,F1960,F1959,F1958,F1957,F1956,F1955,F1954,F1953,F1952,F1951,F1950,EEZID,EEZ_Name,Entity_ID,SubEntity_ID
8,690219,Penaeus japonicus,Kavaje,19.48014,41.185138,0,0,0,0,0,8,8,7,3,3.75,7.5,15,15,15,12,10,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,264
8,690241,Mytilus galloprovincialis,Kavaje,19.48014,41.185138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,264
8,600063,Dicentrarchus labrax,Kurbin,19.57236,41.630139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,279
8,601164,Sparus auratus,Kurbin,19.57236,41.630139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,279
8,690219,Penaeus japonicus,Kurbin,19.57236,41.630139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,279
8,690241,Mytilus galloprovincialis,Kurbin,19.57236,41.630139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,279
8,600063,Dicentrarchus labrax,Lezhe,19.57236,41.750138,156,133.3333333,208.3333333,217.3333333,170.3333333,170.3333333,205,248.3333333,238.3333333,245,120.7666667,113.9833333,27.83333333,18,5.833333333,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,294
8,601164,Sparus auratus,Lezhe,19.57236,41.750138,156,133.3333333,208.3333333,217.3333333,170.3333333,170.3333333,205,248.3333333,238.3333333,245,120.7666667,113.9833333,27.83333333,18,5.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,294
8,690219,Penaeus japonicus,Lezhe,19.57236,41.750138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,294
8,690241,Mytilus galloprovincialis,Lezhe,19.57236,41.750138,147.5,750,375,650,650,705,625,475,680,680,430,400,430,175,75,100,100,76,52,100,150,150,222.5,150,331,2221,920,1553.5,904,876,451,453,421,207,100,50,25,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,294
8,600063,Dicentrarchus labrax,Lushnje,19.475974,40.967918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,309
8,601164,Sparus auratus,Lushnje,19.475974,40.967918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,309
8,690219,Penaeus japonicus,Lushnje,19.475974,40.967918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,309
8,690241,Mytilus galloprovincialis,Lushnje,19.475974,40.967918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,309
8,600063,Dicentrarchus labrax,Sarande,19.909584,39.907359,156,133.3333333,208.3333333,217.3333333,170.3333333,170.3333333,205,248.3333333,238.3333333,245,120.7666667,113.9833333,27.83333333,18,5.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,508
8,601164,Sparus auratus,Sarande,19.909584,39.907359,156,133.3333333,208.3333333,217.3333333,170.3333333,170.3333333,205,248.3333333,238.3333333,245,120.7666667,113.9833333,27.83333333,18,5.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,508
8,690219,Penaeus japonicus,Sarande,19.909584,39.907359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,508
8,690241,Mytilus galloprovincialis,Sarande,19.909584,39.907359,147.5,750,375,650,650,705,625,475,680,680,430,400,430,175,75,100,100,76,52,100,150,150,222.5,150,331,2221,920,1553.5,904,876,451,453,421,207,100,50,25,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,508
8,600063,Dicentrarchus labrax,Shkoder,19.460416,41.85625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,526
8,601164,Sparus auratus,Shkoder,19.460416,41.85625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,526
8,690219,Penaeus japonicus,Shkoder,19.460416,41.85625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,526
8,690241,Mytilus galloprovincialis,Shkoder,19.460416,41.85625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,526
8,600063,Dicentrarchus labrax,Vlore,19.400958,40.502624,156,133.3333333,208.3333333,217.3333333,170.3333333,170.3333333,205,248.3333333,238.3333333,245,120.7666667,113.9833333,27.83333333,18,5.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,631
8,601164,Sparus auratus,Vlore,19.400958,40.502624,156,133.3333333,208.3333333,217.3333333,170.3333333,170.3333333,205,248.3333333,238.3333333,245,120.7666667,113.9833333,27.83333333,18,5.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,631
8,690219,Penaeus japonicus,Vlore,19.400958,40.502624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,631
8,690241,Mytilus galloprovincialis,Vlore,19.400958,40.502624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Albania,1,631
12,400359,Mugilidae,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,1.1,1.68,0.35,6.07,5.53,4.4,24.9,51.7,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
12,600035,Anguilla anguilla,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,0,0,0,0.41,0,4.2,14.2,11.7,15,7,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
12,600063,Dicentrarchus labrax,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,94,246.12,0.2,202.04,85.31,50.5,14.7,1,1,0,0,3,3,0,0,0,0,0,10,10,10,10,5,6,3,4,5,7,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
12,601164,Sparus auratus,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,270,650.82,348.64,161.35,109.18,64.9,28.3,3.5,0,0,1,1,1,34,32,26,18,8,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
12,690070,Penaeus kerathurus,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,0,0,0,0,0.14,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
12,690166,Ruditapes decussatus,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,0,0,0,0,0,0,0,0,0,0,0,0,2,14,16,8,4,22,15,15,17,16,10,3,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
12,690241,Mytilus galloprovincialis,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,2.76,31.11,3.8,3.2,5.9,3.7,4.5,4.6,44,16,10,10,17,17,16,13,10,0,10,10,13,10,27,17,32,13,3,3,5,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
12,690283,Crassostrea gigas,Annaba - Mellah Lagoon/Lake,8.212916,36.946251,0,0,0.57,0,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Algeria,2,32
32,690053,Mytilus edulis,Buenos Aires,-57.479584,-37.814305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,85
32,690283,Crassostrea gigas,Buenos Aires,-57.479584,-37.814305,9,6.8,26.74,25,120,20,105,73,120,110,180,108,50,60,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,85
32,690053,Mytilus edulis,Chubut,-64.569581,-42.491527,5.333333333,2,4.81,21.66666667,82.66666667,67.66666667,41.92333333,54,11.33333333,10.7,28.666,25.333,10,5,6.666,6.666,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,121
32,690283,Crassostrea gigas,Chubut,-64.569581,-42.491527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,121
32,690053,Mytilus edulis,Rio Negro,-65.156525,-40.96264,5.333333333,2,4.81,21.66666667,82.66666667,67.66666667,41.92333333,54,11.33333333,10.7,28.666,25.333,10,5,6.666,6.666,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,492
32,690283,Crassostrea gigas,Rio Negro,-65.156525,-40.96264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,492
32,690053,Mytilus edulis,Tierra de Fuego,-66.981392,-54.172359,5.333333333,2,4.81,21.66666667,82.66666667,67.66666667,41.92333333,54,11.33333333,10.7,28.666,25.333,10,5,6.666,6.666,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,595
32,690283,Crassostrea gigas,Tierra de Fuego,-66.981392,-54.172359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Argentina,3,595
36,100039,Marine fishes not identified,New South Wales,152.5700489,-32.00990914,0,0,0,0,0,0,0,0,0,0,0,39,39,63,43,24,30,24,4,6,36,38,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,590096,Penaeus,New South Wales,152.5700489,-32.00990914,331,287,223,270,148,348.5103627,258.0958549,200,199,241,355.9548046,363,363,741,346,294,404,463,362,209,271,248,265,276,138,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,600145,Thunnus maccoyii,New South Wales,152.5700489,-32.00990914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,600236,Salmo salar,New South Wales,152.5700489,-32.00990914,697,253,198,165,168,168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,600239,Oncorhynchus mykiss,New South Wales,152.5700489,-32.00990914,0,0,0,0,0,0,0,130,217,196,183,170,170,200,251,205,267,338,285,345,393,278,318,140,70,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,600346,Lates calcarifer,New South Wales,152.5700489,-32.00990914,162,59,50,50,75,105.3525736,97.88872359,111,114,104,81.39329806,69.56261023,80.24691358,52.73368607,41.17813051,37.69312169,35.53791887,31.31922399,22.33156966,27.329806,11.83068783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,690036,Mytilus planulatus,New South Wales,152.5700489,-32.00990914,45,38,50,18,29,23.05803996,22.39467174,21,37,34,48.90107362,44,44,67,77,32,42,45,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,100058,Miscellaneous marine molluscs,New South Wales,152.5700489,-32.00990914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,100081,"Pearls, mother-of-pearl, shells",New South Wales,152.5700489,-32.00990914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,290004,Bivalvia,New South Wales,152.5700489,-32.00990914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,58,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,100053,Oysters,New South Wales,152.5700489,-32.00990914,3668,3266,848.0467354,3417,3883,5346.55,5085.43,4500,4330,4267,4935,5603,5603,5603,5507,5142,5241,5335,5934,5197,5021,5326,5892,5559,2779,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,4,382
36,100039,Marine fishes not identified,Northern Territory,131.989494,-12.28431056,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,100053,Oysters,Northern Territory,131.989494,-12.28431056,0,0,563.8487678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,100058,Miscellaneous marine molluscs,Northern Territory,131.989494,-12.28431056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,600239,Oncorhynchus mykiss,Northern Territory,131.989494,-12.28431056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,600346,Lates calcarifer,Northern Territory,131.989494,-12.28431056,0,0,0,881,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,690036,Mytilus planulatus,Northern Territory,131.989494,-12.28431056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,590096,Penaeus,Northern Territory,131.989494,-12.28431056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,600145,Thunnus maccoyii,Northern Territory,131.989494,-12.28431056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
36,100081,"Pearls, mother-of-pearl, shells",Northern Territory,131.989494,-12.28431056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Australia,74,411
